image_id,labels_message
ckj30js9a7a8u0sjh95xq3jte,"{""headline"": {""top"": 85, ""left"": 73, ""height"": 327, ""width"": 1015}, ""artdeco"": {""top"": 481, ""left"": 178, ""height"": 1112, ""width"": 910}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9b7ace0sjhd064atn2,"{""headline"": {""top"": 534, ""left"": 167, ""height"": 299, ""width"": 914}, ""chart-title"": {""top"": 837, ""left"": 69, ""height"": 344, ""width"": 1112}, ""chart-number"": {""top"": 1233, ""left"": 126, ""height"": 223, ""width"": 1019}, ""text"": {""top"": 1666, ""left"": 81, ""height"": 405, ""width"": 1076}, ""artdeco"": {""top"": 133, ""left"": 368, ""height"": 377, ""width"": 486}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9e7aji0sjh34a7c3ym,"{""headline"": {""top"": 117, ""left"": 255, ""height"": 328, ""width"": 776}, ""chart-title"": {""top"": 1415, ""left"": 328, ""height"": 150, ""width"": 578}, ""chart-number"": {""top"": 1585, ""left"": 287, ""height"": 186, ""width"": 688}, ""subtitle"": {""top"": 449, ""left"": 295, ""height"": 113, ""width"": 712}, ""background"": {""top"": 0, ""left"": 4, ""height"": 2204, ""width"": 1238}}"
ckj30js9f7an20sjhflcs3r04,"{""headline"": {""top"": 162, ""left"": 97, ""height"": 356, ""width"": 1003}, ""subtitle"": {""top"": 514, ""left"": 142, ""height"": 121, ""width"": 950}, ""chart-title"": {""top"": 712, ""left"": 267, ""height"": 101, ""width"": 748}, ""chart-number"": {""top"": 817, ""left"": 344, ""height"": 170, ""width"": 623}, ""artdeco"": {""top"": 1148, ""left"": 255, ""height"": 1007, ""width"": 772}, ""background"": {""top"": 8, ""left"": 8, ""height"": 2184, ""width"": 1234}}"
ckj30js9g7aqm0sjhfbn6fuyr,"{""headline"": {""top"": 538, ""left"": 186, ""height"": 416, ""width"": 813}, ""subtitle"": {""top"": 967, ""left"": 300, ""height"": 149, ""width"": 667}, ""chart-title"": {""top"": 1241, ""left"": 360, ""height"": 174, ""width"": 522}, ""chart-number"": {""top"": 1444, ""left"": 344, ""height"": 133, ""width"": 558}, ""background"": {""top"": 4, ""left"": 8, ""height"": 2204, ""width"": 1230}}"
ckj30js9h7au60sjh505n47gt,"{""headline"": {""top"": 231, ""left"": 291, ""height"": 1480, ""width"": 736}, ""subtitle"": {""top"": 1751, ""left"": 328, ""height"": 121, ""width"": 602}, ""chart-number"": {""top"": 1901, ""left"": 312, ""height"": 60, ""width"": 630}, ""background"": {""top"": 0, ""left"": 8, ""height"": 2208, ""width"": 1234}}"
ckj30js9i7axq0sjhfeq29sw3,"{""headline"": {""top"": 85, ""left"": 67, ""height"": 1298, ""width"": 1104}, ""subtitle"": {""top"": 1444, ""left"": 103, ""height"": 85, ""width"": 801}, ""text"": {""top"": 1945, ""left"": 334, ""height"": 194, ""width"": 590}, ""background"": {""top"": 20, ""left"": 22, ""height"": 2188, ""width"": 1193}}"
ckj30js9k7b1a0sjh1tgk91hq,"{""headline"": {""top"": 146, ""left"": 39, ""height"": 1019, ""width"": 420}, ""subtitle"": {""top"": 619, ""left"": 467, ""height"": 635, ""width"": 93}, ""chart-title"": {""top"": 1197, ""left"": 779, ""height"": 239, ""width"": 384}, ""chart-number"": {""top"": 1779, ""left"": 791, ""height"": 328, ""width"": 344}, ""artdeco"": {""top"": 146, ""left"": 698, ""height"": 1007, ""width"": 485}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9l7b4u0sjhd9obcri7,"{""headline"": {""top"": 93, ""left"": 95, ""height"": 251, ""width"": 1052}, ""subtitle"": {""top"": 364, ""left"": 95, ""height"": 141, ""width"": 1068}, ""chart-title"": {""top"": 1537, ""left"": 31, ""height"": 287, ""width"": 1164}, ""chart-number"": {""top"": 1844, ""left"": 35, ""height"": 235, ""width"": 1156}, ""artdeco"": {""top"": 526, ""left"": 415, ""height"": 986, ""width"": 772}, ""text"": {""top"": 558, ""left"": 63, ""height"": 671, ""width"": 538}, ""background"": {""top"": 0, ""left"": 18, ""height"": 2208, ""width"": 1197}}"
ckj30js9m7b8e0sjhgh7jg6da,"{""headline"": {""top"": 328, ""left"": 241, ""height"": 177, ""width"": 724}, ""subtitle"": {""top"": 538, ""left"": 172, ""height"": 137, ""width"": 906}, ""chart-title"": {""top"": 696, ""left"": 411, ""height"": 97, ""width"": 445}, ""chart-number"": {""top"": 873, ""left"": 277, ""height"": 219, ""width"": 692}, ""artdeco"": {""top"": 1913, ""left"": 876, ""height"": 214, ""width"": 230}, ""text"": {""top"": 1957, ""left"": 95, ""height"": 166, ""width"": 744}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9n7bby0sjh0kdr5ow8,"{""headline"": {""top"": 218, ""left"": 144, ""height"": 413, ""width"": 954}, ""subtitle"": {""top"": 639, ""left"": 273, ""height"": 206, ""width"": 756}, ""artdeco"": {""top"": 1828, ""left"": 128, ""height"": 259, ""width"": 287}, ""text"": {""top"": 1860, ""left"": 415, ""height"": 227, ""width"": 323}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2188, ""width"": 1242}}"
ckj30js9a7a960sjh7oot9qwa,"{""headline"": {""top"": 1496, ""left"": 285, ""height"": 122, ""width"": 676}, ""chart-title"": {""top"": 1618, ""left"": 504, ""height"": 68, ""width"": 242}, ""chart-number"": {""top"": 1694, ""left"": 302, ""height"": 190, ""width"": 638}, ""artdeco"": {""top"": 307, ""left"": 209, ""height"": 866, ""width"": 869}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9b7acq0sjh48aje794,"{""headline"": {""top"": 222, ""left"": 386, ""height"": 825, ""width"": 510}, ""subtitle"": {""top"": 1161, ""left"": 261, ""height"": 125, ""width"": 732}, ""chart-title"": {""top"": 1298, ""left"": 144, ""height"": 113, ""width"": 974}, ""chart-number"": {""top"": 1480, ""left"": 221, ""height"": 186, ""width"": 796}, ""artdeco"": {""top"": 1800, ""left"": 67, ""height"": 335, ""width"": 336}, ""text"": {""top"": 1804, ""left"": 423, ""height"": 347, ""width"": 756}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9c7aga0sjh5yd903c5,"{""headline"": {""top"": 206, ""left"": 209, ""height"": 105, ""width"": 824}, ""subtitle"": {""top"": 328, ""left"": 342, ""height"": 105, ""width"": 566}, ""chart-number"": {""top"": 683, ""left"": 358, ""height"": 700, ""width"": 574}, ""chart-title"": {""top"": 590, ""left"": 504, ""height"": 81, ""width"": 271}, ""text"": {""top"": 1423, ""left"": 346, ""height"": 348, ""width"": 546}, ""artdeco"": {""top"": 1816, ""left"": 455, ""height"": 271, ""width"": 303}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9e7aju0sjh2kjq7dde,"{""headline"": {""top"": 291, ""left"": 330, ""height"": 267, ""width"": 598}, ""subtitle"": {""top"": 1185, ""left"": 366, ""height"": 101, ""width"": 542}, ""chart-number"": {""top"": 1478, ""left"": 355, ""height"": 284, ""width"": 556}, ""chart-title"": {""top"": 1304, ""left"": 375, ""height"": 131, ""width"": 515}, ""text"": {""top"": 1768, ""left"": 226, ""height"": 103, ""width"": 791}, ""artdeco"": {""top"": 626, ""left"": 339, ""height"": 506, ""width"": 590}, ""background"": {""top"": 2, ""left"": 0, ""height"": 2206, ""width"": 1242}}"
ckj30js9f7ane0sjhhkkg74j8,"{""headline"": {""top"": 129, ""left"": 59, ""height"": 239, ""width"": 1148}, ""subtitle"": {""top"": 404, ""left"": 314, ""height"": 182, ""width"": 602}, ""chart-title"": {""top"": 1096, ""left"": 358, ""height"": 166, ""width"": 615}, ""chart-number"": {""top"": 651, ""left"": 168, ""height"": 421, ""width"": 954}, ""artdeco"": {""top"": 1278, ""left"": 59, ""height"": 849, ""width"": 1116}, ""background"": {""top"": 0, ""left"": 2, ""height"": 2208, ""width"": 1240}}"
ckj30js9g7aqy0sjhgxa953e2,"{""headline"": {""top"": 133, ""left"": 261, ""height"": 170, ""width"": 671}, ""subtitle"": {""top"": 336, ""left"": 87, ""height"": 101, ""width"": 1076}, ""text"": {""top"": 1901, ""left"": 492, ""height"": 161, ""width"": 546}, ""artdeco"": {""top"": 1812, ""left"": 188, ""height"": 259, ""width"": 283}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9h7aui0sjhcnlkeg3u,"{""headline"": {""top"": 105, ""left"": 99, ""height"": 271, ""width"": 1015}, ""subtitle"": {""top"": 392, ""left"": 241, ""height"": 93, ""width"": 768}, ""chart-title"": {""top"": 1476, ""left"": 390, ""height"": 65, ""width"": 437}, ""chart-number"": {""top"": 1565, ""left"": 322, ""height"": 89, ""width"": 566}, ""artdeco"": {""top"": 1930, ""left"": 945, ""height"": 260, ""width"": 276}, ""text"": {""top"": 1962, ""left"": 333, ""height"": 164, ""width"": 568}, ""background"": {""top"": 15, ""left"": 10, ""height"": 2193, ""width"": 1232}}"
ckj30js9i7ay20sjh3jii6yvq,"{""headline"": {""top"": 313, ""left"": 212, ""height"": 224, ""width"": 888}, ""subtitle"": {""top"": 577, ""left"": 284, ""height"": 104, ""width"": 704}, ""chart-title"": {""top"": 769, ""left"": 372, ""height"": 136, ""width"": 552}, ""chart-number"": {""top"": 921, ""left"": 260, ""height"": 112, ""width"": 776}, ""text"": {""top"": 1217, ""left"": 348, ""height"": 80, ""width"": 536}, ""background"": {""top"": 105, ""left"": 4, ""height"": 2103, ""width"": 1238}}"
ckj30js9k7b1m0sjh0rmkbxic,"{""headline"": {""top"": 214, ""left"": 111, ""height"": 235, ""width"": 708}, ""subtitle"": {""top"": 639, ""left"": 116, ""height"": 141, ""width"": 622}, ""chart-number"": {""top"": 837, ""left"": 111, ""height"": 174, ""width"": 696}, ""artdeco"": {""top"": 1852, ""left"": 128, ""height"": 255, ""width"": 1003}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9l7b560sjhggh47d1j,"{""headline"": {""top"": 370, ""left"": 114, ""height"": 194, ""width"": 601}, ""subtitle"": {""top"": 630, ""left"": 217, ""height"": 150, ""width"": 341}, ""chart-title"": {""top"": 1542, ""left"": 239, ""height"": 59, ""width"": 322}, ""chart-number"": {""top"": 1612, ""left"": 85, ""height"": 271, ""width"": 659}, ""background"": {""top"": 7, ""left"": 0, ""height"": 1986, ""width"": 800}}"
ckj30js9m7b8q0sjhdobwefdl,"{""headline"": {""top"": 166, ""left"": 99, ""height"": 724, ""width"": 368}, ""subtitle"": {""top"": 178, ""left"": 973, ""height"": 170, ""width"": 234}, ""chart-number"": {""top"": 861, ""left"": 1050, ""height"": 882, ""width"": 129}, ""text"": {""top"": 1917, ""left"": 59, ""height"": 198, ""width"": 817}, ""artdeco"": {""top"": 1909, ""left"": 949, ""height"": 210, ""width"": 234}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9n7bca0sjhck37h4je,"{""headline"": {""top"": 259, ""left"": 277, ""height"": 327, ""width"": 696}, ""chart-title"": {""top"": 1415, ""left"": 306, ""height"": 97, ""width"": 606}, ""chart-number"": {""top"": 1545, ""left"": 293, ""height"": 137, ""width"": 676}, ""subtitle"": {""top"": 1225, ""left"": 411, ""height"": 158, ""width"": 396}, ""artdeco"": {""top"": 663, ""left"": 265, ""height"": 494, ""width"": 631}, ""text"": {""top"": 1707, ""left"": 314, ""height"": 101, ""width"": 639}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9o7bfu0sjh7xardqh2,"{""chart-number"": {""top"": 1484, ""left"": 140, ""height"": 219, ""width"": 1015}, ""subtitle"": {""top"": 510, ""left"": 297, ""height"": 141, ""width"": 672}, ""headline"": {""top"": 259, ""left"": 18, ""height"": 295, ""width"": 1185}, ""chart-title"": {""top"": 1379, ""left"": 459, ""height"": 117, ""width"": 304}, ""text"": {""top"": 607, ""left"": 973, ""height"": 570, ""width"": 206}, ""artdeco"": {""top"": 635, ""left"": 107, ""height"": 534, ""width"": 162}, ""background"": {""top"": 0, ""left"": 6, ""height"": 2208, ""width"": 1236}}"
ckj30js9a7a9i0sjh343m1jax,"{""headline"": {""top"": 1213, ""left"": 233, ""height"": 316, ""width"": 796}, ""subtitle"": {""top"": 97, ""left"": 261, ""height"": 166, ""width"": 768}, ""chart-number"": {""top"": 1751, ""left"": 156, ""height"": 206, ""width"": 938}, ""background"": {""top"": 8, ""left"": 0, ""height"": 2200, ""width"": 1242}}"
ckj30js9b7ad20sjh7qjsgywo,"{""headline"": {""top"": 489, ""left"": 71, ""height"": 215, ""width"": 1084}, ""subtitle"": {""top"": 700, ""left"": 209, ""height"": 137, ""width"": 820}, ""chart-number"": {""top"": 882, ""left"": 103, ""height"": 137, ""width"": 1036}, ""text"": {""top"": 146, ""left"": 233, ""height"": 319, ""width"": 732}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1220}}"
ckj30js9c7agm0sjh7xop6g4i,"{""headline"": {""top"": 328, ""left"": 124, ""height"": 222, ""width"": 1027}, ""subtitle"": {""top"": 542, ""left"": 314, ""height"": 222, ""width"": 614}, ""artdeco"": {""top"": 1684, ""left"": 428, ""height"": 432, ""width"": 432}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9e7ak60sjhhuvf2xkr,"{""headline"": {""top"": 222, ""left"": 144, ""height"": 251, ""width"": 433}, ""chart-number"": {""top"": 655, ""left"": 132, ""height"": 312, ""width"": 841}, ""subtitle"": {""top"": 485, ""left"": 132, ""height"": 97, ""width"": 477}, ""artdeco"": {""top"": 1852, ""left"": 916, ""height"": 251, ""width"": 243}, ""background"": {""top"": 0, ""left"": 2, ""height"": 2208, ""width"": 1240}}"
ckj30js9f7anq0sjh3bi0dtap,"{""headline"": {""top"": 55, ""left"": 34, ""height"": 183, ""width"": 461}, ""subtitle"": {""top"": 267, ""left"": 111, ""height"": 77, ""width"": 351}, ""chart-title"": {""top"": 1059, ""left"": 264, ""height"": 80, ""width"": 294}, ""chart-number"": {""top"": 1136, ""left"": 74, ""height"": 329, ""width"": 656}, ""artdeco"": {""top"": 1755, ""left"": 34, ""height"": 146, ""width"": 161}, ""text"": {""top"": 1813, ""left"": 199, ""height"": 88, ""width"": 498}, ""background"": {""top"": 0, ""left"": 0, ""height"": 1901, ""width"": 800}}"
ckj30js9g7ara0sjhdpne8v5h,"{""headline"": {""top"": 128, ""left"": 52, ""height"": 275, ""width"": 425}, ""subtitle"": {""top"": 476, ""left"": 74, ""height"": 345, ""width"": 648}, ""chart-title"": {""top"": 1587, ""left"": 32, ""height"": 88, ""width"": 548}, ""chart-number"": {""top"": 1687, ""left"": 72, ""height"": 188, ""width"": 576}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2000, ""width"": 800}}"
ckj30js9h7auu0sjh6fjt4ax9,"{""headline"": {""top"": 132, ""left"": 70, ""height"": 947, ""width"": 203}, ""subtitle"": {""top"": 161, ""left"": 338, ""height"": 661, ""width"": 113}, ""chart-title"": {""top"": 1359, ""left"": 67, ""height"": 154, ""width"": 444}, ""chart-number"": {""top"": 1633, ""left"": 96, ""height"": 458, ""width"": 443}, ""artdeco"": {""top"": 1868, ""left"": 904, ""height"": 223, ""width"": 235}, ""background"": {""top"": 0, ""left"": 5, ""height"": 2208, ""width"": 1237}}"
ckj30js9i7aye0sjh0u0c928o,"{""headline"": {""top"": 187, ""left"": 94, ""height"": 185, ""width"": 1078}, ""subtitle"": {""top"": 446, ""left"": 194, ""height"": 125, ""width"": 863}, ""chart-number"": {""top"": 1052, ""left"": 142, ""height"": 257, ""width"": 776}, ""text"": {""top"": 1340, ""left"": 348, ""height"": 122, ""width"": 700}, ""artdeco"": {""top"": 1839, ""left"": 856, ""height"": 316, ""width"": 271}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9k7b1y0sjh2lyl1z9p,"{""headline"": {""top"": 774, ""left"": 86, ""height"": 219, ""width"": 1055}, ""subtitle"": {""top"": 1043, ""left"": 209, ""height"": 192, ""width"": 872}, ""chart-title"": {""top"": 1333, ""left"": 317, ""height"": 84, ""width"": 582}, ""chart-number"": {""top"": 1582, ""left"": 372, ""height"": 87, ""width"": 484}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9l7b5i0sjhewje1kma,"{""headline"": {""top"": 369, ""left"": 125, ""height"": 413, ""width"": 311}, ""chart-title"": {""top"": 997, ""left"": 79, ""height"": 765, ""width"": 1137}, ""text"": {""top"": 129, ""left"": 89, ""height"": 123, ""width"": 458}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9m7b920sjhg1ka6uhp,"{""artdeco"": {""top"": 623, ""left"": 719, ""height"": 422, ""width"": 389}, ""headline"": {""top"": 1426, ""left"": 144, ""height"": 139, ""width"": 935}, ""chart-title"": {""top"": 1640, ""left"": 273, ""height"": 101, ""width"": 729}, ""chart-number"": {""top"": 1760, ""left"": 139, ""height"": 203, ""width"": 947}, ""text"": {""top"": 2062, ""left"": 254, ""height"": 55, ""width"": 779}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9n7bcm0sjh0cvmf037,"{""headline"": {""top"": 182, ""left"": 137, ""height"": 154, ""width"": 577}, ""chart-number"": {""top"": 376, ""left"": 151, ""height"": 305, ""width"": 633}, ""text"": {""top"": 942, ""left"": 120, ""height"": 341, ""width"": 309}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9p7bg60sjhf1o17a6f,"{""headline"": {""top"": 228, ""left"": 247, ""height"": 1242, ""width"": 772}, ""chart-number"": {""top"": 1525, ""left"": 285, ""height"": 156, ""width"": 708}, ""text"": {""top"": 1824, ""left"": 451, ""height"": 115, ""width"": 345}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js997a6a0sjh615mbke6,"{""headline"": {""top"": 384, ""left"": 122, ""height"": 117, ""width"": 988}, ""artdeco"": {""top"": 134, ""left"": 477, ""height"": 187, ""width"": 302}, ""chart-title"": {""top"": 551, ""left"": 283, ""height"": 84, ""width"": 690}, ""chart-number"": {""top"": 700, ""left"": 26, ""height"": 806, ""width"": 1194}, ""text"": {""top"": 1609, ""left"": 182, ""height"": 112, ""width"": 844}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9b7ade0sjhe1su2j57,"{""headline"": {""top"": 211, ""left"": 139, ""height"": 268, ""width"": 993}, ""chart-title"": {""top"": 508, ""left"": 403, ""height"": 108, ""width"": 427}, ""text"": {""top"": 1959, ""left"": 338, ""height"": 160, ""width"": 602}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2196, ""width"": 1242}}"
ckj30js9c7agy0sjhedr2d15g,"{""headline"": {""top"": 113, ""left"": 501, ""height"": 151, ""width"": 667}, ""subtitle"": {""top"": 578, ""left"": 743, ""height"": 144, ""width"": 391}, ""chart-number"": {""top"": 1621, ""left"": 683, ""height"": 215, ""width"": 465}, ""text"": {""top"": 1649, ""left"": 717, ""height"": 166, ""width"": 405}, ""artdeco"": {""top"": 1932, ""left"": 46, ""height"": 204, ""width"": 196}, ""background"": {""top"": 348, ""left"": 41, ""height"": 1577, ""width"": 1158}}"
ckj30js9e7aki0sjh13078vhx,"{""headline"": {""top"": 451, ""left"": 89, ""height"": 438, ""width"": 1107}, ""chart-title"": {""top"": 947, ""left"": 223, ""height"": 201, ""width"": 786}, ""subtitle"": {""top"": 309, ""left"": 216, ""height"": 82, ""width"": 796}, ""artdeco"": {""top"": 1906, ""left"": 82, ""height"": 211, ""width"": 215}, ""text"": {""top"": 1920, ""left"": 333, ""height"": 202, ""width"": 655}, ""background"": {""top"": 26, ""left"": 17, ""height"": 2158, ""width"": 1196}}"
ckj30js9f7ao20sjhfoa8avyu,"{""headline"": {""top"": 242, ""left"": 125, ""height"": 950, ""width"": 678}, ""subtitle"": {""top"": 1278, ""left"": 146, ""height"": 69, ""width"": 283}, ""chart-number"": {""top"": 1338, ""left"": 120, ""height"": 467, ""width"": 501}, ""artdeco"": {""top"": 1865, ""left"": 132, ""height"": 194, ""width"": 213}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9g7arm0sjh3dbb4san,"{""artdeco"": {""top"": 722, ""left"": 427, ""height"": 484, ""width"": 501}, ""headline"": {""top"": 314, ""left"": 187, ""height"": 307, ""width"": 995}, ""subtitle"": {""top"": 252, ""left"": 192, ""height"": 103, ""width"": 376}, ""chart-title"": {""top"": 1295, ""left"": 281, ""height"": 184, ""width"": 829}, ""chart-number"": {""top"": 1498, ""left"": 302, ""height"": 350, ""width"": 763}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9k7b2a0sjh1u0b1ufy,"{""headline"": {""top"": 125, ""left"": 177, ""height"": 177, ""width"": 873}, ""subtitle"": {""top"": 403, ""left"": 317, ""height"": 108, ""width"": 606}, ""chart-number"": {""top"": 1805, ""left"": 154, ""height"": 137, ""width"": 954}, ""chart-title"": {""top"": 1072, ""left"": 283, ""height"": 131, ""width"": 654}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9m7b9e0sjh8gyzcip8,"{""headline"": {""top"": 1367, ""left"": 134, ""height"": 225, ""width"": 964}, ""chart-number"": {""top"": 384, ""left"": 252, ""height"": 791, ""width"": 748}, ""subtitle"": {""top"": 108, ""left"": 273, ""height"": 122, ""width"": 782}, ""text"": {""top"": 1856, ""left"": 350, ""height"": 107, ""width"": 571}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2206, ""width"": 1237}}"
ckj30js9n7bcy0sjhb196cf4q,"{""headline"": {""top"": 276, ""left"": 201, ""height"": 496, ""width"": 885}, ""artdeco"": {""top"": 810, ""left"": 324, ""height"": 417, ""width"": 604}, ""chart-title"": {""top"": 1340, ""left"": 228, ""height"": 216, ""width"": 777}, ""chart-number"": {""top"": 1575, ""left"": 201, ""height"": 441, ""width"": 820}, ""background"": {""top"": 7, ""left"": 0, ""height"": 2201, ""width"": 1242}}"
ckj30js9p7bgi0sjhfy8vfg29,"{""headline"": {""top"": 278, ""left"": 96, ""height"": 161, ""width"": 1052}, ""subtitle"": {""top"": 467, ""left"": 326, ""height"": 106, ""width"": 616}, ""background"": {""top"": 0, ""left"": 0, ""height"": 1788, ""width"": 1232}, ""artdeco"": {""top"": 1884, ""left"": 82, ""height"": 259, ""width"": 314}, ""text"": {""top"": 1954, ""left"": 415, ""height"": 144, ""width"": 765}}"
ckj30js997a6m0sjh5jyt7aer,"{""headline"": {""top"": 491, ""left"": 211, ""height"": 286, ""width"": 820}, ""artdeco"": {""top"": 846, ""left"": 434, ""height"": 298, ""width"": 362}, ""subtitle"": {""top"": 1223, ""left"": 417, ""height"": 84, ""width"": 396}, ""chart-number"": {""top"": 1714, ""left"": 671, ""height"": 62, ""width"": 341}, ""text"": {""top"": 1690, ""left"": 695, ""height"": 94, ""width"": 314}, ""background"": {""top"": 46, ""left"": 38, ""height"": 2131, ""width"": 1163}}"
ckj30js9a7aa60sjh9z857im5,"{""headline"": {""top"": 139, ""left"": 233, ""height"": 192, ""width"": 738}, ""subtitle"": {""top"": 396, ""left"": 273, ""height"": 81, ""width"": 727}, ""artdeco"": {""top"": 523, ""left"": 170, ""height"": 1119, ""width"": 887}, ""chart-number"": {""top"": 1709, ""left"": 400, ""height"": 219, ""width"": 490}, ""background"": {""top"": 2, ""left"": 10, ""height"": 2206, ""width"": 1232}}"
ckj30js9b7adq0sjh72rne8o9,"{""headline"": {""top"": 324, ""left"": 525, ""height"": 539, ""width"": 230}, ""text"": {""top"": 535, ""left"": 360, ""height"": 424, ""width"": 146}, ""artdeco"": {""top"": 1877, ""left"": 101, ""height"": 240, ""width"": 225}, ""background"": {""top"": 17, ""left"": 0, ""height"": 2191, ""width"": 1242}}"
ckj30js9e7aku0sjh3bjqewin,"{""headline"": {""top"": 219, ""left"": 139, ""height"": 235, ""width"": 535}, ""subtitle"": {""top"": 489, ""left"": 113, ""height"": 110, ""width"": 532}, ""chart-number"": {""top"": 1227, ""left"": 68, ""height"": 471, ""width"": 688}, ""chart-title"": {""top"": 1488, ""left"": 61, ""height"": 195, ""width"": 267}, ""artdeco"": {""top"": 1787, ""left"": 66, ""height"": 152, ""width"": 147}, ""text"": {""top"": 1783, ""left"": 250, ""height"": 156, ""width"": 513}, ""background"": {""top"": 0, ""left"": 0, ""height"": 688, ""width"": 800}}"
ckj30js9f7aoe0sjh1xmqddd7,"{""headline"": {""top"": 307, ""left"": 798, ""height"": 1007, ""width"": 358}, ""subtitle"": {""top"": 1345, ""left"": 789, ""height"": 681, ""width"": 343}, ""artdeco"": {""top"": 643, ""left"": 113, ""height"": 1400, ""width"": 597}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9g7ary0sjhgzub08wf,"{""headline"": {""top"": 261, ""left"": 144, ""height"": 360, ""width"": 909}, ""subtitle"": {""top"": 798, ""left"": 283, ""height"": 190, ""width"": 652}, ""chart-number"": {""top"": 1513, ""left"": 647, ""height"": 355, ""width"": 341}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2167, ""width"": 1242}}"
ckj30js9h7avi0sjh2idga5eg,"{""headline"": {""top"": 273, ""left"": 194, ""height"": 187, ""width"": 897}, ""subtitle"": {""top"": 539, ""left"": 211, ""height"": 96, ""width"": 801}, ""artdeco"": {""top"": 746, ""left"": 259, ""height"": 556, ""width"": 734}, ""chart-title"": {""top"": 1383, ""left"": 254, ""height"": 79, ""width"": 719}, ""chart-number"": {""top"": 1503, ""left"": 319, ""height"": 357, ""width"": 611}, ""background"": {""top"": 7, ""left"": 0, ""height"": 2191, ""width"": 1242}}"
ckj30js9k7b2m0sjh901taurt,"{""headline"": {""top"": 156, ""left"": 281, ""height"": 175, ""width"": 736}, ""subtitle"": {""top"": 372, ""left"": 393, ""height"": 306, ""width"": 463}, ""background"": {""top"": 0, ""left"": 7, ""height"": 2206, ""width"": 1235}, ""artdeco"": {""top"": 1633, ""left"": 451, ""height"": 263, ""width"": 335}}"
ckj30js9l7b660sjhh3b06960,"{""headline"": {""top"": 694, ""left"": 305, ""height"": 172, ""width"": 374}, ""subtitle"": {""top"": 943, ""left"": 184, ""height"": 227, ""width"": 634}, ""chart-number"": {""top"": 1252, ""left"": 42, ""height"": 403, ""width"": 933}, ""artdeco"": {""top"": 318, ""left"": 370, ""height"": 211, ""width"": 244}, ""background"": {""top"": 2, ""left"": 1, ""height"": 582, ""width"": 999}}"
ckj30js9n7bda0sjh12v906xq,"{""headline"": {""top"": 237, ""left"": 271, ""height"": 209, ""width"": 674}, ""artdeco"": {""top"": 616, ""left"": 309, ""height"": 432, ""width"": 566}, ""text"": {""top"": 736, ""left"": 1065, ""height"": 1148, ""width"": 129}, ""chart-title"": {""top"": 1088, ""left"": 321, ""height"": 108, ""width"": 583}, ""chart-number"": {""top"": 1645, ""left"": 221, ""height"": 381, ""width"": 786}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
